,year,month,water_temp,Station
26,2002.0,December,52.39332922512271,Crescent City
27,2002.0,February,50.0504048849701,Crescent City
28,2002.0,January,50.83990384615384,Crescent City
29,2002.0,July,56.35104916460352,Crescent City
30,2002.0,June,52.06200126456304,Crescent City
31,2002.0,March,50.263942307692304,Crescent City
32,2002.0,May,50.03309938059652,Crescent City
33,2002.0,November,53.96536072623029,Crescent City
34,2002.0,October,51.41251688780999,Crescent City
35,2002.0,September,56.845026753376295,Crescent City
36,2003.0,April,53.33121262795176,Crescent City
37,2003.0,August,59.715517001114826,Crescent City
38,2003.0,December,51.44602544194936,Crescent City
39,2003.0,February,52.70514214046823,Crescent City
40,2003.0,January,53.25716276477146,Crescent City
41,2003.0,July,57.33408584169455,Crescent City
42,2003.0,June,53.45224358974359,Crescent City
43,2003.0,March,52.77849737219302,Crescent City
44,2003.0,May,53.25837752826884,Crescent City
45,2003.0,November,51.303510312151616,Crescent City
46,2003.0,October,54.62834574845445,Crescent City
47,2003.0,September,55.89723700212831,Crescent City
48,2004.0,April,53.41402591973244,Crescent City
49,2004.0,August,59.69452726259248,Crescent City
50,2004.0,December,50.36524462855985,Crescent City
51,2004.0,February,51.96110139860139,Crescent City
52,2004.0,January,51.49155310269441,Crescent City
53,2004.0,July,57.11670287321374,Crescent City
54,2004.0,June,53.23554606625259,Crescent City
55,2004.0,March,52.82861812100943,Crescent City
56,2004.0,May,53.9476949680754,Crescent City
57,2004.0,November,51.32027085233607,Crescent City
58,2004.0,October,54.51361862774907,Crescent City
59,2004.0,September,54.54641164994426,Crescent City
60,2007.0,April,51.892559416607625,Crescent City
61,2007.0,August,59.21149403934567,Crescent City
62,2007.0,December,48.86197480712812,Crescent City
63,2007.0,February,50.15521786739081,Crescent City
64,2007.0,January,49.55257331180936,Crescent City
65,2007.0,July,59.63149476373291,Crescent City
66,2007.0,June,52.42300985391117,Crescent City
67,2007.0,March,51.509398820150665,Crescent City
68,2007.0,May,51.737750633886776,Crescent City
69,2007.0,November,52.81195212529691,Crescent City
70,2007.0,October,54.38899809924988,Crescent City
71,2007.0,September,55.98872466780237,Crescent City
72,2008.0,April,49.20357214234575,Crescent City
73,2008.0,August,57.29197255512466,Crescent City
74,2008.0,December,49.80645831815897,Crescent City
75,2008.0,February,48.65153745290864,Crescent City
76,2008.0,January,48.38910588642482,Crescent City
77,2008.0,July,55.47094742340892,Crescent City
78,2008.0,June,50.3861516966839,Crescent City
79,2008.0,March,49.85107167000152,Crescent City
80,2008.0,May,50.06932595208586,Crescent City
81,2008.0,November,53.22750237564434,Crescent City
82,2008.0,October,53.84663926232616,Crescent City
83,2008.0,September,54.22078080669024,Crescent City
84,2009.0,April,49.54741548099211,Crescent City
85,2009.0,August,57.20469475179421,Crescent City
86,2009.0,December,49.09619186669818,Crescent City
87,2009.0,February,48.8001551962629,Crescent City
88,2009.0,January,49.22865410109933,Crescent City
89,2009.0,July,56.17029638578837,Crescent City
90,2009.0,June,54.69544758419,Crescent City
91,2009.0,March,50.67194496724528,Crescent City
92,2009.0,May,52.41331892415443,Crescent City
93,2009.0,November,53.00928408032584,Crescent City
94,2009.0,October,53.50149722390124,Crescent City
95,2009.0,September,58.35135946357799,Crescent City
96,2013.0,April,50.04922127138593,Crescent City
97,2013.0,August,58.3831535498815,Crescent City
98,2013.0,December,48.39257637291234,Crescent City
99,2013.0,February,48.71695512820513,Crescent City
100,2013.0,January,50.21495192307692,Crescent City
101,2013.0,July,58.60826179472888,Crescent City
102,2013.0,June,53.56339837463792,Crescent City
103,2013.0,March,48.90817307692308,Crescent City
104,2013.0,May,51.00075679646575,Crescent City
105,2013.0,November,51.06292283553267,Crescent City
106,2013.0,October,52.49276847977684,Crescent City
107,2013.0,September,59.41047691496267,Crescent City
108,2014.0,April,53.00558395695556,Crescent City
109,2014.0,August,60.24081563137002,Crescent City
110,2014.0,December,57.41073465453243,Crescent City
111,2014.0,February,51.4727162624786,Crescent City
112,2014.0,January,49.72762358890704,Crescent City
113,2014.0,July,59.74879871349014,Crescent City
114,2014.0,June,52.560563756481024,Crescent City
115,2014.0,March,53.05423284110877,Crescent City
116,2014.0,May,55.86171213060735,Crescent City
117,2014.0,November,57.89179535351929,Crescent City
118,2014.0,October,59.03991809296927,Crescent City
119,2014.0,September,59.12731156399792,Crescent City
120,2015.0,April,52.5889823067631,Crescent City
121,2015.0,August,60.93342604318751,Crescent City
122,2015.0,December,54.3738198684572,Crescent City
123,2015.0,February,55.57842681771847,Crescent City
124,2015.0,January,55.16308186755652,Crescent City
125,2015.0,July,60.12622701592649,Crescent City
126,2015.0,June,57.36393112463382,Crescent City
127,2015.0,March,53.81207186929253,Crescent City
128,2015.0,May,52.37140511123489,Crescent City
129,2015.0,November,55.86650614204485,Crescent City
130,2015.0,October,56.89143585760746,Crescent City
131,2015.0,September,59.55186282862707,Crescent City
